condition,size,time
noad,300,8.10623e-06
noad,300,8.10623e-06
noad,300,7.86781e-06
noad,300,7.86781e-06
noad,300,7.86781e-06
noad,300,8.10623e-06
noad,300,8.10623e-06
noad,300,7.86781e-06
noad,300,7.86781e-06
noad,300,7.86781e-06
noad,300,9.05991e-06
noad,300,8.10623e-06
noad,300,8.10623e-06
noad,300,8.82149e-06
noad,300,7.86781e-06
noad,300,7.86781e-06
noad,300,8.10623e-06
noad,300,9.05991e-06
noad,400,0.00530005
noad,400,9.77516e-06
noad,400,9.05991e-06
noad,400,1.00136e-05
noad,400,9.05991e-06
noad,400,1.00136e-05
noad,400,9.05991e-06
noad,400,9.05991e-06
noad,400,9.05991e-06
noad,400,1.00136e-05
noad,400,9.05991e-06
noad,400,9.05991e-06
noad,400,9.05991e-06
noad,400,1.40667e-05
noad,400,9.05991e-06
noad,400,1.00136e-05
noad,400,9.05991e-06
noad,400,1.00136e-05
noad,400,1.69277e-05
noad,400,7.86781e-06
noad,400,8.10623e-06
noad,400,8.10623e-06
noad,400,7.86781e-06
noad,400,7.86781e-06
noad,400,8.10623e-06
noad,400,8.10623e-06
noad,400,7.86781e-06
noad,400,9.05991e-06
noad,400,8.10623e-06
noad,400,7.86781e-06
noad,400,7.86781e-06
noad,400,8.10623e-06
noad,400,6.91414e-06
noad,400,7.86781e-06
noad,400,8.10623e-06
noad,400,8.10623e-06
noad,400,7.86781e-06
noad,400,8.10623e-06
noad,400,8.10623e-06
noad,400,8.10623e-06
noad,400,7.86781e-06
noad,400,8.10623e-06
noad,400,8.10623e-06
noad,400,8.10623e-06
noad,400,7.86781e-06
noad,400,8.10623e-06
noad,400,8.10623e-06
noad,400,7.86781e-06
noad,400,7.86781e-06
noad,400,8.10623e-06
noad,400,8.10623e-06
noad,400,8.82149e-06
noad,400,7.86781e-06
noad,400,8.10623e-06
noad,400,7.86781e-06
noad,400,7.86781e-06
noad,400,8.10623e-06
noad,400,8.10623e-06
noad,400,8.82149e-06
noad,400,8.10623e-06
noad,400,8.10623e-06
noad,400,7.86781e-06
noad,400,8.10623e-06
noad,400,8.10623e-06
noad,400,7.86781e-06
noad,400,7.86781e-06
noad,400,8.10623e-06
noad,400,9.05991e-06
noad,400,7.86781e-06
noad,400,8.10623e-06
noad,400,8.10623e-06
noad,400,8.10623e-06
noad,400,7.86781e-06
noad,400,8.10623e-06
noad,400,8.10623e-06
noad,400,8.10623e-06
noad,400,7.86781e-06
noad,400,8.10623e-06
noad,400,7.15256e-06
noad,400,7.86781e-06
noad,400,7.86781e-06
noad,400,8.10623e-06
noad,400,9.05991e-06
noad,400,7.86781e-06
noad,400,8.10623e-06
noad,400,1.5974e-05
noad,400,7.86781e-06
noad,400,1.71661e-05
noad,400,9.05991e-06
noad,400,9.05991e-06
noad,400,9.05991e-06
noad,400,9.05991e-06
noad,400,1.71661e-05
noad,400,8.10623e-06
noad,400,9.05991e-06
noad,400,8.10623e-06
noad,400,9.05991e-06
noad,400,7.86781e-06
noad,400,8.82149e-06
noad,400,9.05991e-06
noad,500,0.00472903
noad,500,1.09673e-05
noad,500,1.09673e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,8.82149e-06
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.09673e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.12057e-05
noad,500,1.09673e-05
noad,500,1.09673e-05
noad,500,1.00136e-05
noad,500,9.05991e-06
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,9.05991e-06
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,9.05991e-06
noad,500,1.00136e-05
noad,500,9.05991e-06
noad,500,1.00136e-05
noad,500,9.77516e-06
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.09673e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,9.05991e-06
noad,500,1.00136e-05
noad,500,9.05991e-06
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,9.05991e-06
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,9.77516e-06
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,500,9.05991e-06
noad,500,1.00136e-05
noad,500,1.00136e-05
noad,600,0.00536108
noad,600,1.3113e-05
noad,600,1.21593e-05
noad,600,1.3113e-05
noad,600,1.19209e-05
noad,600,1.21593e-05
noad,600,1.3113e-05
noad,600,1.28746e-05
noad,600,1.21593e-05
noad,600,1.28746e-05
noad,600,1.19209e-05
noad,600,1.3113e-05
noad,600,1.19209e-05
noad,600,1.3113e-05
noad,600,1.19209e-05
noad,600,1.28746e-05
noad,600,1.3113e-05
noad,600,1.28746e-05
noad,600,1.19209e-05
noad,600,1.3113e-05
noad,600,1.19209e-05
noad,600,1.3113e-05
noad,600,1.28746e-05
noad,600,1.19209e-05
noad,600,1.21593e-05
noad,600,1.19209e-05
noad,600,1.21593e-05
noad,600,1.28746e-05
noad,600,1.21593e-05
noad,600,1.19209e-05
noad,600,1.28746e-05
noad,600,1.21593e-05
noad,600,1.28746e-05
noad,600,1.19209e-05
noad,600,1.19209e-05
noad,600,1.19209e-05
noad,600,1.3113e-05
noad,600,1.28746e-05
noad,600,1.3113e-05
noad,600,1.19209e-05
noad,600,1.19209e-05
noad,600,1.3113e-05
noad,600,1.28746e-05
noad,600,1.3113e-05
noad,600,1.19209e-05
noad,600,1.3113e-05
noad,600,1.19209e-05
noad,600,1.28746e-05
noad,600,1.3113e-05
noad,600,1.19209e-05
noad,600,2.12193e-05
noad,600,1.19209e-05
noad,600,1.21593e-05
noad,600,1.19209e-05
noad,600,1.21593e-05
noad,600,1.19209e-05
noad,600,1.19209e-05
noad,600,1.19209e-05
noad,600,1.19209e-05
noad,600,1.19209e-05
noad,600,1.19209e-05
noad,600,1.19209e-05
noad,600,1.28746e-05
noad,600,1.3113e-05
noad,600,1.19209e-05
noad,600,1.3113e-05
noad,600,1.28746e-05
noad,600,1.21593e-05
noad,600,1.28746e-05
noad,600,1.21593e-05
noad,600,1.19209e-05
noad,600,1.3113e-05
noad,600,1.28746e-05
noad,600,1.19209e-05
noad,600,1.21593e-05
noad,600,1.19209e-05
noad,600,1.21593e-05
noad,600,1.19209e-05
noad,600,1.21593e-05
noad,600,1.19209e-05
noad,600,1.21593e-05
noad,600,1.19209e-05
noad,600,1.3113e-05
noad,600,1.28746e-05
noad,600,1.3113e-05
noad,600,1.21593e-05
noad,600,1.19209e-05
noad,600,1.3113e-05
noad,600,1.3113e-05
noad,600,1.28746e-05
noad,600,1.19209e-05
noad,600,1.19209e-05
noad,600,1.19209e-05
noad,600,1.19209e-05
noad,600,1.3113e-05
noad,600,1.3113e-05
noad,600,1.19209e-05
noad,600,1.19209e-05
noad,600,1.19209e-05
noad,600,1.19209e-05
noad,700,0.00639892
noad,700,2.59876e-05
noad,700,1.50204e-05
noad,700,1.40667e-05
noad,700,1.38283e-05
noad,700,1.40667e-05
noad,700,1.50204e-05
noad,700,1.4782e-05
noad,700,1.50204e-05
noad,700,1.50204e-05
noad,700,2.69413e-05
noad,700,1.81198e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,2.00272e-05
noad,700,1.90735e-05
noad,700,1.81198e-05
noad,700,1.78814e-05
noad,700,1.90735e-05
noad,700,1.88351e-05
noad,700,1.78814e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.78814e-05
noad,700,1.97887e-05
noad,700,1.78814e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.78814e-05
noad,700,1.88351e-05
noad,700,1.78814e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.81198e-05
noad,700,1.88351e-05
noad,700,1.88351e-05
noad,700,1.88351e-05
noad,700,1.81198e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.88351e-05
noad,700,1.97887e-05
noad,700,1.78814e-05
noad,700,1.78814e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.78814e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.81198e-05
noad,700,1.88351e-05
noad,700,1.97887e-05
noad,700,1.88351e-05
noad,700,1.88351e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.81198e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.78814e-05
noad,700,2.00272e-05
noad,700,1.88351e-05
noad,700,1.90735e-05
noad,700,1.81198e-05
noad,700,1.81198e-05
noad,700,1.90735e-05
noad,700,1.88351e-05
noad,700,1.88351e-05
noad,700,1.78814e-05
noad,700,1.81198e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.78814e-05
noad,700,1.78814e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.78814e-05
noad,700,1.78814e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,700,1.78814e-05
noad,700,1.88351e-05
noad,700,1.90735e-05
noad,700,1.90735e-05
noad,800,0.00573897
noad,800,1.78814e-05
noad,800,1.81198e-05
noad,800,1.81198e-05
noad,800,1.81198e-05
noad,800,1.88351e-05
noad,800,1.78814e-05
noad,800,1.81198e-05
noad,800,1.90735e-05
noad,800,1.78814e-05
noad,800,1.78814e-05
noad,800,1.81198e-05
noad,800,1.81198e-05
noad,800,1.78814e-05
noad,800,1.78814e-05
noad,800,1.81198e-05
noad,800,1.78814e-05
noad,800,1.78814e-05
noad,800,1.81198e-05
noad,800,1.78814e-05
noad,800,1.78814e-05
noad,800,1.90735e-05
noad,800,2.40803e-05
noad,800,1.81198e-05
noad,800,2.59876e-05
noad,800,1.71661e-05
noad,800,2.5034e-05
noad,800,1.69277e-05
noad,800,1.5974e-05
noad,800,2.47955e-05
noad,800,1.5974e-05
noad,800,1.50204e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.71661e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.62125e-05
noad,800,1.50204e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.4782e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.69277e-05
noad,800,1.4782e-05
noad,800,1.5974e-05
noad,800,1.50204e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.50204e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.62125e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.50204e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.50204e-05
noad,800,1.62125e-05
noad,800,1.5974e-05
noad,800,1.50204e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.50204e-05
noad,800,1.50204e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.62125e-05
noad,800,1.5974e-05
noad,800,1.50204e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.5974e-05
noad,800,1.4782e-05
noad,800,1.5974e-05
noad,800,1.50204e-05
noad,900,0.0050652
noad,900,1.88351e-05
noad,900,1.88351e-05
noad,900,1.78814e-05
noad,900,1.90735e-05
noad,900,1.81198e-05
noad,900,1.81198e-05
noad,900,1.78814e-05
noad,900,1.88351e-05
noad,900,1.81198e-05
noad,900,1.81198e-05
noad,900,1.78814e-05
noad,900,1.81198e-05
noad,900,1.90735e-05
noad,900,1.81198e-05
noad,900,1.78814e-05
noad,900,1.90735e-05
noad,900,1.81198e-05
noad,900,1.81198e-05
noad,900,1.78814e-05
noad,900,1.90735e-05
noad,900,1.90735e-05
noad,900,1.78814e-05
noad,900,1.90735e-05
noad,900,1.81198e-05
noad,900,1.81198e-05
noad,900,1.78814e-05
noad,900,1.81198e-05
noad,900,1.81198e-05
noad,900,1.78814e-05
noad,900,1.88351e-05
noad,900,1.81198e-05
noad,900,1.81198e-05
noad,900,1.78814e-05
noad,900,1.81198e-05
noad,900,1.90735e-05
noad,900,1.90735e-05
noad,900,1.88351e-05
noad,900,1.90735e-05
noad,900,1.81198e-05
noad,900,2.69413e-05
noad,900,1.81198e-05
noad,900,1.78814e-05
noad,900,1.69277e-05
noad,900,1.81198e-05
noad,900,1.78814e-05
noad,900,1.78814e-05
noad,900,1.81198e-05
noad,900,1.69277e-05
noad,900,1.81198e-05
noad,900,1.69277e-05
noad,900,1.78814e-05
noad,900,1.81198e-05
noad,900,1.69277e-05
noad,900,1.81198e-05
noad,900,1.81198e-05
noad,900,1.69277e-05
noad,900,1.81198e-05
noad,900,1.69277e-05
noad,900,1.78814e-05
noad,900,1.81198e-05
noad,900,1.69277e-05
noad,900,1.81198e-05
noad,900,1.81198e-05
noad,900,1.78814e-05
noad,900,1.81198e-05
noad,900,1.78814e-05
noad,900,1.78814e-05
noad,900,1.78814e-05
noad,900,1.78814e-05
noad,900,1.81198e-05
noad,900,1.78814e-05
noad,900,1.78814e-05
noad,900,1.81198e-05
noad,900,1.78814e-05
noad,900,1.81198e-05
noad,900,1.69277e-05
noad,900,1.78814e-05
noad,900,1.81198e-05
noad,900,1.69277e-05
noad,900,1.78814e-05
noad,900,1.81198e-05
noad,900,1.78814e-05
noad,900,1.71661e-05
noad,900,1.78814e-05
noad,900,1.78814e-05
noad,900,1.81198e-05
noad,900,1.69277e-05
noad,900,1.81198e-05
noad,900,1.78814e-05
noad,900,1.90735e-05
noad,900,1.81198e-05
noad,900,1.78814e-05
noad,900,1.78814e-05
noad,900,1.71661e-05
noad,900,1.78814e-05
noad,900,1.71661e-05
noad,900,1.78814e-05
noad,900,1.78814e-05
noad,900,1.81198e-05
noad,1000,0.00496888
noad,1000,2.00272e-05
noad,1000,2.00272e-05
noad,1000,1.90735e-05
noad,1000,2.00272e-05
noad,1000,1.90735e-05
noad,1000,1.90735e-05
noad,1000,2.00272e-05
noad,1000,1.88351e-05
noad,1000,1.90735e-05
noad,1000,2.00272e-05
noad,1000,2.00272e-05
noad,1000,2.00272e-05
noad,1000,1.88351e-05
noad,1000,2.00272e-05
noad,1000,1.88351e-05
noad,1000,1.88351e-05
noad,1000,1.97887e-05
noad,1000,2.00272e-05
noad,1000,1.97887e-05
noad,1000,1.97887e-05
noad,1000,1.88351e-05
noad,1000,1.88351e-05
noad,1000,2.00272e-05
noad,1000,1.88351e-05
noad,1000,2.00272e-05
noad,1000,2.00272e-05
noad,1000,2.00272e-05
noad,1000,1.90735e-05
noad,1000,2.00272e-05
noad,1000,2.00272e-05
noad,1000,1.90735e-05
noad,1000,2.00272e-05
noad,1000,2.00272e-05
noad,1000,2.00272e-05
noad,1000,2.00272e-05
noad,1000,1.88351e-05
noad,1000,2.00272e-05
noad,1000,1.90735e-05
noad,1000,1.90735e-05
noad,1000,2.00272e-05
noad,1000,1.90735e-05
noad,1000,2.00272e-05
noad,1000,2.00272e-05
noad,1000,2.00272e-05
noad,1000,2.00272e-05
noad,1000,1.90735e-05
noad,1000,2.00272e-05
noad,1000,1.90735e-05
noad,1000,1.90735e-05
noad,1000,2.00272e-05
noad,1000,2.00272e-05
noad,1000,2.28882e-05
noad,1000,1.88351e-05
noad,1000,1.97887e-05
noad,1000,2.00272e-05
noad,1000,1.88351e-05
noad,1000,2.00272e-05
noad,1000,1.97887e-05
noad,1000,2.00272e-05
noad,1000,2.00272e-05
noad,1000,1.97887e-05
noad,1000,1.88351e-05
noad,1000,1.88351e-05
noad,1000,2.00272e-05
noad,1000,1.88351e-05
noad,1000,2.00272e-05
noad,1000,2.00272e-05
noad,1000,2.00272e-05
noad,1000,1.90735e-05
noad,1000,1.90735e-05
noad,1000,2.00272e-05
noad,1000,1.90735e-05
noad,1000,2.00272e-05
noad,1000,2.00272e-05
noad,1000,2.00272e-05
noad,1000,1.97887e-05
noad,1000,2.00272e-05
noad,1000,2.7895e-05
noad,1000,2.88486e-05
noad,1000,2.09808e-05
noad,1000,3.79086e-05
noad,1000,2.88486e-05
noad,1000,2.00272e-05
noad,1000,2.00272e-05
noad,1000,2.88486e-05
noad,1000,2.00272e-05
noad,1000,2.81334e-05
noad,1000,2.90871e-05
noad,1000,2.09808e-05
noad,1000,2.09808e-05
noad,1000,2.12193e-05
noad,1000,2.09808e-05
noad,1000,2.00272e-05
noad,1000,2.00272e-05
noad,1000,2.09808e-05
noad,1000,2.09808e-05
noad,1000,2.09808e-05
noad,1000,2.00272e-05
noad,1000,2.00272e-05
adDual,100,0.0920231
adDual,100,8.10623e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,7.15256e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,7.15256e-06
adDual,100,6.91414e-06
adDual,100,7.15256e-06
adDual,100,6.91414e-06
adDual,100,7.15256e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,7.15256e-06
adDual,100,6.91414e-06
adDual,100,7.15256e-06
adDual,100,6.91414e-06
adDual,100,7.15256e-06
adDual,100,6.91414e-06
adDual,100,7.15256e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,7.15256e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,7.15256e-06
adDual,100,6.91414e-06
adDual,100,8.10623e-06
adDual,100,6.91414e-06
adDual,100,5.96046e-06
adDual,100,8.10623e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,7.15256e-06
adDual,100,6.91414e-06
adDual,100,7.15256e-06
adDual,100,6.91414e-06
adDual,100,7.15256e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,8.10623e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,1.5974e-05
adDual,100,7.15256e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
adDual,100,5.96046e-06
adDual,100,6.91414e-06
adDual,100,6.91414e-06
